acc_x,acc_y,acc_z,acc_magnitude,acc_variance,temperature,temp_deviation,heart_rate,respiration_rate,activity_index,rumination_rate,hr_rolling_std,hr_rolling_range,activity_rolling_std,activity_rolling_range,movement_consistency,resp_hr_ratio,health_state,health_label
-0.2453,0.9813,9.6068,9.6599,0.094949,39.2,0.6,113.3,46.8,1.4298,27.7,10.2972,46.74,0.6911,3.0005,27.7474,0.4129,2,Stressed
0.3308,-0.2665,9.7645,9.7737,0.066293,38.7,0.1,65.6,25.5,0.6429,66.2,6.4975,23.95,0.3638,1.7371,47.6857,0.3887,0,Healthy
-0.0996,0.0412,9.8108,9.8114,0.001044,36.86,1.74,83.1,52.3,0.1416,16.0,19.8772,85.66,0.3062,1.3928,205.3589,0.6296,1,Sick
0.0022,0.0442,9.814,9.8141,3.3e-05,37.82,0.78,52.5,12.1,0.0503,23.2,1.6953,5.28,0.0141,0.0414,1460.6517,0.2313,3,Inactive
0.0391,-0.0165,9.7981,9.7982,5.8e-05,37.82,0.78,57.4,10.8,0.0675,28.2,5.5068,23.18,0.0205,0.0706,1085.5837,0.1885,3,Inactive
0.8006,0.7882,9.9524,10.0156,0.180844,39.04,0.44,99.7,36.4,1.7312,22.6,10.0327,40.47,0.6263,2.3149,21.0041,0.3648,2,Stressed
-0.2485,0.0932,9.9483,9.9519,0.126274,39.48,0.88,100.8,43.1,0.48,38.6,11.1716,50.07,0.7268,2.6253,29.5617,0.4273,2,Stressed
-0.0447,0.0136,9.8166,9.8167,6.2e-05,38.02,0.58,44.0,11.9,0.0649,24.0,4.1054,20.28,0.0134,0.0575,1115.9891,0.2715,3,Inactive
-0.0265,0.0764,9.7608,9.7611,0.003807,41.32,2.72,97.0,51.8,0.152,17.0,19.4285,83.51,0.2903,1.2322,176.9576,0.5341,1,Sick
0.1588,-0.0039,10.0435,10.0448,0.062519,38.24,0.36,59.1,23.5,0.3962,47.2,8.1356,35.13,0.3298,1.3167,52.4212,0.3976,0,Healthy
-0.1578,-0.0252,9.7217,9.723,0.003371,40.23,1.63,112.3,63.7,0.2713,16.6,21.1784,91.57,0.1866,0.8293,194.8393,0.5676,1,Sick
-0.0276,-0.0317,9.832,9.8321,0.000963,36.74,1.86,73.8,16.0,0.0813,13.3,15.7262,70.28,0.2876,1.2488,202.0194,0.2163,1,Sick
0.4972,0.2532,10.0933,10.1087,0.086162,38.84,0.24,61.1,31.6,1.0337,70.8,5.7255,28.19,0.3942,1.6401,44.2378,0.517,0,Healthy
0.7566,0.3687,9.5928,9.6297,0.30314,39.26,0.66,95.3,50.4,1.3425,23.0,9.5429,45.13,0.7457,3.0495,20.7322,0.5283,2,Stressed
0.2541,0.1225,9.7555,9.7596,0.02117,38.74,0.14,65.7,29.7,0.4311,57.8,6.7353,29.84,0.2858,1.1281,55.8233,0.4524,0,Healthy
0.0081,0.02,9.8084,9.8084,5.1e-05,38.01,0.59,44.0,14.0,0.0298,17.8,4.3399,17.01,0.0165,0.0716,1151.0027,0.3183,3,Inactive
1.0785,0.9636,9.1433,9.257,0.341137,39.32,0.72,87.6,41.6,2.7088,53.1,9.5223,47.02,0.8811,3.407,21.1673,0.4751,2,Stressed
-0.0824,0.8848,9.707,9.7476,0.211511,39.23,0.63,101.3,36.6,1.0702,38.0,9.5417,45.13,0.7256,2.9939,21.0954,0.3608,2,Stressed
-0.7862,0.9513,9.5159,9.5956,0.139435,39.48,0.88,87.2,38.4,2.0317,19.8,8.7851,33.43,0.9058,3.6526,19.4591,0.4405,2,Stressed
-0.03,0.0217,9.8343,9.8344,0.002473,40.34,1.74,88.1,10.0,0.076,18.8,18.2325,60.45,0.2985,1.3902,231.7608,0.1139,1,Sick
0.076,0.0673,9.8321,9.8326,0.001278,40.78,2.18,102.4,53.8,0.1653,5.1,20.1355,85.35,0.0661,0.245,186.8892,0.5255,1,Sick
0.0005,-0.0446,9.8507,9.8508,0.000807,36.82,1.78,104.2,48.0,0.0858,15.8,17.8315,83.27,0.2346,1.3515,299.705,0.4604,1,Sick
0.5028,0.3045,10.038,10.0552,0.030249,38.45,0.15,64.6,19.5,1.0353,55.4,5.9495,28.05,0.3145,1.1568,51.6658,0.3019,0,Healthy
-0.0003,0.0035,9.8162,9.8162,7e-05,37.7,0.9,51.9,14.9,0.0101,33.2,3.9292,13.59,0.0203,0.0814,907.5551,0.2865,3,Inactive
0.778,0.3606,9.9474,9.9843,0.022401,38.85,0.25,78.5,26.4,1.276,51.2,7.4504,31.92,0.312,1.23,63.3984,0.3363,0,Healthy
0.0611,-0.0316,9.8362,9.8364,0.003245,40.72,2.12,84.7,33.9,0.1189,24.5,18.5947,71.21,0.3046,1.4968,196.5506,0.4002,1,Sick
-0.0356,-0.0678,10.1183,10.1186,0.155358,38.56,0.04,111.9,43.7,0.4117,28.1,11.248,48.73,0.5664,2.216,22.4223,0.3902,2,Stressed
-0.1128,0.1259,9.8479,9.8494,0.002639,41.0,2.4,81.0,61.8,0.2766,27.2,19.9162,79.27,0.1463,0.8385,183.4043,0.7637,1,Sick
0.0141,0.0144,9.8189,9.8189,4.8e-05,38.06,0.54,42.4,15.8,0.0373,37.1,3.8553,14.58,0.0165,0.057,1048.8629,0.3727,3,Inactive
-0.0013,0.0207,9.8072,9.8072,6e-05,37.72,0.88,51.3,12.5,0.0248,23.0,3.9644,15.91,0.0146,0.0662,885.846,0.2431,3,Inactive
-0.9479,0.5328,10.4735,10.5298,0.205751,40.1,1.5,104.5,52.2,2.1441,21.2,8.1655,31.38,0.5864,2.3283,22.3032,0.4998,2,Stressed
-0.0096,-0.0169,9.8448,9.8448,0.001693,39.95,1.35,67.4,18.8,0.0613,23.1,16.9056,65.99,0.2926,1.2241,245.8815,0.2784,1,Sick
-0.1834,-0.9926,9.9897,10.0405,0.130241,39.76,1.16,124.1,52.4,1.3557,37.7,10.7619,44.33,0.7913,3.2851,20.7871,0.4226,2,Stressed
0.2895,0.5074,9.4458,9.4639,0.049579,38.39,0.21,61.9,19.3,1.1611,51.5,6.6875,22.61,0.3109,1.311,51.5355,0.3124,0,Healthy
0.526,1.2473,9.7231,9.8169,0.292241,39.47,0.87,104.6,40.6,1.8603,30.2,12.0255,40.5,0.5966,2.9006,20.0734,0.388,2,Stressed
-0.5279,0.0942,9.6796,9.6945,0.112897,39.78,1.18,96.7,39.0,0.7525,38.3,9.2296,44.09,0.6047,2.6609,27.4712,0.4029,2,Stressed
0.0171,-0.0048,9.8078,9.8078,0.00011,37.64,0.96,46.5,14.7,0.0241,24.4,4.4647,19.16,0.0203,0.0849,863.2007,0.3173,3,Inactive
-0.0142,0.0332,9.8113,9.8114,5.3e-05,37.77,0.83,49.8,10.0,0.0487,33.1,4.9525,20.2,0.018,0.0636,880.6935,0.2016,3,Inactive
-0.0171,-0.5095,9.737,9.7503,0.063558,38.31,0.29,68.4,30.1,0.5996,63.0,6.3024,28.27,0.2992,1.1043,41.8389,0.4408,0,Healthy
0.0749,-0.057,9.7961,9.7966,0.001236,40.47,1.87,91.6,11.3,0.1458,8.0,15.934,61.79,0.0899,0.4179,204.9593,0.1231,1,Sick
1.3967,0.2797,8.9296,9.0425,0.237405,39.28,0.68,99.5,39.0,2.5567,31.6,9.006,34.5,0.6299,2.426,23.4875,0.3915,2,Stressed
0.1501,0.1543,9.8886,9.8909,0.037081,38.27,0.33,68.8,25.4,0.383,55.1,7.2241,33.63,0.3408,1.4754,47.7641,0.3695,0,Healthy
0.4757,0.3541,8.998,9.0175,0.231287,39.5,0.9,110.7,46.0,1.6418,12.9,12.5578,45.09,0.6242,2.988,19.6767,0.415,2,Stressed
0.0483,0.0261,9.8089,9.809,2.6e-05,37.74,0.86,42.1,11.1,0.0755,24.6,4.1713,16.62,0.0142,0.0612,1134.0873,0.2628,3,Inactive
0.0151,0.1603,9.7665,9.7679,0.000552,41.07,2.47,105.5,47.6,0.2189,23.9,14.9338,54.99,0.1053,0.4408,177.8378,0.4511,1,Sick
0.5734,-0.5209,9.5657,9.597,0.206648,39.02,0.42,98.7,39.2,1.3387,10.2,10.9135,50.52,0.6603,2.7389,17.3063,0.3967,2,Stressed
0.4162,0.2542,9.8533,9.8653,0.005428,40.84,2.24,115.8,12.9,0.7137,5.5,15.1108,60.36,0.3851,2.0624,140.4126,0.1117,1,Sick
0.9517,0.3585,9.5876,9.6414,0.11586,38.71,0.11,106.9,43.4,1.5326,35.7,9.5771,47.37,0.8943,4.0885,26.5887,0.4062,2,Stressed
1.4143,0.428,10.0151,10.1235,0.261517,39.44,0.84,89.8,47.5,2.0473,33.5,10.3605,43.68,0.7233,3.1545,17.4158,0.5283,2,Stressed
0.1955,0.0356,10.1521,10.154,0.168733,39.06,0.46,107.8,38.2,0.5732,43.4,11.1875,48.73,0.5408,2.216,22.1033,0.3543,2,Stressed
-0.5214,-0.8599,10.265,10.3142,0.243585,39.03,0.43,79.1,45.8,1.8363,29.9,9.4872,38.27,0.8071,3.2314,23.793,0.5788,2,Stressed
0.0347,0.3696,10.0005,10.0074,0.038212,38.36,0.24,60.0,22.0,0.5948,62.7,6.4534,22.91,0.2435,0.9832,53.5415,0.367,0,Healthy
0.0231,0.0262,9.8104,9.8105,0.000131,37.86,0.74,45.9,13.8,0.0498,23.8,4.1221,15.47,0.013,0.0465,901.9763,0.3016,3,Inactive
-0.6563,-0.8083,10.3791,10.4312,0.297538,39.61,1.01,116.5,44.2,2.0337,33.1,10.5884,39.38,0.631,2.8979,20.6938,0.3792,2,Stressed
-0.3142,0.0133,9.7737,9.7788,0.001734,36.83,1.77,92.1,45.2,0.3638,21.8,18.9781,70.09,0.2109,0.932,242.0554,0.4911,1,Sick
-0.0119,0.0009,9.7995,9.7995,7.3e-05,38.12,0.48,48.9,13.4,0.0233,18.4,4.3929,16.9,0.0165,0.064,1069.1927,0.2746,3,Inactive
0.009,-0.0001,9.8096,9.8096,5.1e-05,37.68,0.92,49.7,13.8,0.0096,21.7,4.6734,14.73,0.0183,0.0617,1091.0649,0.2769,3,Inactive
0.6997,0.031,9.9088,9.9335,0.015082,38.79,0.19,73.7,24.4,0.8295,50.0,6.4564,28.67,0.313,1.1485,47.5903,0.3309,0,Healthy
0.318,0.0892,9.8399,9.8455,0.015788,38.2,0.4,66.2,24.9,0.4371,55.9,7.5789,36.58,0.3296,1.3522,57.9583,0.376,0,Healthy
1.096,1.4075,9.9386,10.0974,0.151988,39.58,0.98,92.1,46.4,2.6321,21.6,9.3049,35.94,0.6446,2.5023,22.8532,0.5035,2,Stressed
-0.0018,-0.0829,10.0958,10.0961,0.060344,38.37,0.23,65.3,30.8,0.3705,56.9,8.1637,33.61,0.263,1.068,50.8924,0.4722,0,Healthy
-0.011,-0.012,9.7985,9.7985,5.5e-05,37.58,1.02,46.7,15.5,0.0345,7.0,3.7389,15.12,0.0221,0.1032,934.9271,0.3323,3,Inactive
1.6302,0.7146,9.841,10.0007,0.006134,37.09,1.51,82.5,44.9,2.3759,11.9,18.7009,69.97,0.4946,2.3362,166.9213,0.5447,1,Sick
0.2088,0.0141,9.0782,9.0806,0.286505,39.17,0.57,93.5,59.0,0.9547,39.4,8.9558,39.72,0.7718,3.3025,20.5251,0.6308,2,Stressed
0.3311,0.2757,9.8863,9.8957,0.043772,39.0,0.4,55.7,23.5,0.6831,49.8,7.078,29.4,0.2704,1.1307,56.9034,0.4212,0,Healthy
1.0091,-0.6185,9.7482,9.8198,0.137903,39.62,1.02,110.3,45.5,1.6894,37.7,12.0696,49.88,0.7473,2.9093,26.2097,0.413,2,Stressed
0.0122,0.0759,8.8991,8.8994,0.308985,39.13,0.53,93.8,46.7,0.999,23.5,11.4384,50.52,0.6735,2.7389,17.0121,0.4977,2,Stressed
0.0034,0.0195,9.8162,9.8162,0.000126,37.94,0.66,46.9,14.6,0.0291,26.0,3.991,19.19,0.0191,0.0787,831.3211,0.3102,3,Inactive
0.0235,0.8154,9.8934,9.9269,0.056895,38.32,0.28,72.0,27.6,0.9222,56.5,8.433,40.15,0.3258,1.1532,49.2153,0.3836,0,Healthy
-1.6783,0.088,8.8651,9.023,0.435667,39.73,1.13,101.5,50.1,2.7111,38.1,10.6197,43.92,0.6204,2.5403,19.4233,0.4939,2,Stressed
-0.0003,0.0074,9.8058,9.8058,0.000173,37.83,0.77,49.9,13.8,0.0119,8.1,3.7868,14.83,0.0181,0.0755,870.7172,0.2767,3,Inactive
-0.7876,0.3769,9.7368,9.7759,0.386917,39.58,0.98,112.2,49.5,1.2377,29.1,10.9118,43.92,0.6187,2.5403,19.3932,0.4413,2,Stressed
0.4434,0.3573,10.0104,10.0266,0.030577,39.0,0.4,55.1,19.8,1.0011,57.4,7.9037,31.76,0.3036,1.3214,46.5703,0.3587,0,Healthy
0.021,0.0015,9.8109,9.8109,0.000187,37.68,0.92,46.0,11.2,0.0234,25.6,3.7187,12.93,0.0162,0.0605,870.4192,0.2433,3,Inactive
0.2131,-0.4011,9.8288,9.8393,0.00425,40.82,2.22,94.3,37.1,0.6331,8.4,20.3352,82.43,0.4932,2.3184,150.075,0.393,1,Sick
-0.0112,0.0281,9.83,9.8301,0.000101,38.0,0.6,43.6,9.7,0.0593,22.1,3.9657,15.1,0.0149,0.0575,897.4919,0.2216,3,Inactive
0.1876,0.1033,9.6313,9.6337,0.0651,38.67,0.07,64.9,27.9,0.4697,62.1,5.2084,21.15,0.3323,1.4536,42.1661,0.4301,0,Healthy
0.0514,0.2822,10.0057,10.0098,0.044288,38.1,0.5,61.2,23.9,0.5293,57.2,7.6987,30.18,0.2905,1.2758,51.7162,0.3901,0,Healthy
0.0585,0.3413,9.8762,9.8823,0.044001,39.61,1.01,107.9,48.4,0.466,49.4,9.646,37.34,0.6772,2.9623,26.5325,0.4486,2,Stressed
0.0003,-0.0347,9.757,9.7571,0.001757,40.76,2.16,68.0,41.6,0.088,22.5,20.9744,74.14,0.1128,0.4307,186.4056,0.6118,1,Sick
0.0273,0.0106,9.8208,9.8208,4.4e-05,38.21,0.39,56.2,14.4,0.0486,18.5,4.1741,17.87,0.0192,0.0695,933.234,0.2556,3,Inactive
0.2334,-0.0223,9.5936,9.5965,0.019111,38.76,0.16,70.5,26.3,0.4721,47.3,6.8658,32.2,0.3348,1.3623,48.4542,0.3725,0,Healthy
0.0536,0.0131,9.816,9.8161,0.000136,38.05,0.55,48.1,13.0,0.0727,18.1,2.6776,9.52,0.0176,0.0667,883.9819,0.2709,3,Inactive
-0.0304,0.0868,9.8532,9.8536,0.0029,40.42,1.82,78.5,57.5,0.1604,15.7,19.9176,83.74,0.2573,1.2322,173.591,0.7327,1,Sick
0.6294,0.2155,9.986,10.0081,0.042484,38.34,0.26,64.7,24.1,1.0209,65.3,6.4331,25.5,0.2887,1.1452,50.8352,0.372,0,Healthy
0.0358,0.0096,9.7444,9.7444,0.005148,37.6,1.0,80.9,43.9,0.1111,1.2,20.678,84.03,0.5252,1.6471,158.168,0.5435,1,Sick
0.4617,0.3777,9.8835,9.9015,0.040325,38.99,0.39,69.3,17.7,0.9129,50.3,6.8938,29.73,0.3733,1.3473,47.7099,0.2552,0,Healthy
0.3686,1.0724,9.6406,9.7071,0.240297,39.67,1.07,84.1,51.8,1.6103,13.1,10.1943,47.33,0.6442,3.2379,20.0305,0.6152,2,Stressed
-2.1133,-0.4036,9.4844,9.7254,0.13077,39.65,1.05,122.0,29.8,2.8425,25.9,9.7363,36.95,0.7919,2.9962,27.8198,0.2447,2,Stressed
0.028,-0.0006,9.8046,9.8047,5.9e-05,38.06,0.54,45.1,12.5,0.034,27.3,4.308,17.48,0.018,0.068,964.1406,0.2772,3,Inactive
0.0274,0.0014,9.7982,9.7983,0.000141,37.96,0.64,46.9,13.2,0.0405,29.9,4.077,20.28,0.0132,0.0593,904.6841,0.2815,3,Inactive
-0.7135,-0.5247,9.5607,9.6016,0.108043,39.77,1.17,88.8,39.3,1.4875,37.0,9.8301,37.29,0.6158,2.8411,33.0415,0.4427,2,Stressed
0.2587,1.1074,9.7363,9.8025,0.133566,39.37,0.77,95.1,29.6,1.4398,28.5,11.3329,54.59,0.6891,2.8044,26.0339,0.3107,2,Stressed
0.0224,-0.1075,9.7797,9.7803,0.001238,40.37,1.77,77.9,42.5,0.1602,6.7,20.3027,81.37,0.0785,0.3914,243.177,0.5447,1,Sick
-0.0094,0.0387,9.8209,9.821,5.1e-05,38.14,0.46,50.3,14.5,0.059,7.2,4.9559,18.74,0.0177,0.0643,1051.1915,0.2885,3,Inactive
0.0527,-0.0188,9.8591,9.8592,0.004278,39.85,1.25,60.5,43.7,0.1205,0.0,15.7794,69.12,0.1041,0.4403,193.1381,0.7222,1,Sick
0.0012,-0.0026,9.8183,9.8183,0.000235,38.09,0.51,43.7,12.7,0.012,18.1,4.2776,15.68,0.0194,0.0701,775.009,0.2904,3,Inactive
1.8488,1.3662,9.1913,9.4744,0.158151,39.65,1.05,98.0,49.8,3.8337,31.4,9.9781,44.4,0.6414,3.2379,24.0634,0.5075,2,Stressed
0.23,0.6238,9.8564,9.8788,0.084702,38.59,0.01,65.3,26.0,0.9002,61.6,8.0623,35.08,0.3117,1.5187,41.4889,0.398,0,Healthy
-0.0637,-0.0705,9.6016,9.602,0.199278,39.76,1.16,103.8,36.5,0.3426,14.2,11.5787,44.17,0.7223,2.8236,21.7381,0.3518,2,Stressed
0.0245,-0.0044,9.8045,9.8045,0.000112,37.94,0.66,47.2,11.3,0.0345,8.1,3.5458,13.78,0.0152,0.0589,815.6271,0.2386,3,Inactive
0.0132,0.0304,9.8119,9.8119,7e-05,38.08,0.52,52.2,11.6,0.0455,30.4,3.6548,15.05,0.0167,0.07,913.1399,0.2226,3,Inactive
0.5801,0.2583,9.7384,9.7591,0.033509,38.74,0.14,64.3,23.8,0.9099,39.7,7.034,38.37,0.3801,1.6401,54.5447,0.37,0,Healthy
0.1989,-0.0142,9.8226,9.8246,0.002145,40.53,1.93,61.2,32.9,0.2257,11.0,16.1589,67.3,0.2163,1.2035,201.2586,0.5374,1,Sick
-0.0091,0.0087,9.8038,9.8038,8.2e-05,37.75,0.85,42.6,14.5,0.0241,22.3,3.5588,15.37,0.016,0.0622,899.4775,0.3401,3,Inactive
-0.9486,-1.0907,9.3758,9.4866,0.110729,39.81,1.21,95.6,47.8,2.4735,32.5,9.6111,31.7,0.6127,1.8071,20.5892,0.5001,2,Stressed
0.0216,-0.0075,9.8033,9.8033,0.000106,38.07,0.53,36.3,13.1,0.0357,11.8,4.0946,18.05,0.0201,0.0855,855.6988,0.3615,3,Inactive
-0.0281,0.2993,9.8645,9.8691,0.133491,39.75,1.15,102.3,47.1,0.3819,43.8,9.912,38.55,0.6418,2.447,18.6826,0.4606,2,Stressed
0.1697,0.0068,9.864,9.8655,0.003869,40.37,1.77,76.5,14.5,0.2305,7.5,20.4493,92.61,0.2958,1.3914,171.2915,0.1898,1,Sick
1.4255,1.7097,10.155,10.3961,0.131435,38.97,0.37,103.3,39.0,3.4802,21.1,9.653,47.37,0.9594,4.0885,26.0527,0.3779,2,Stressed
-0.0009,0.0245,9.804,9.804,0.000176,37.85,0.75,45.8,15.9,0.0315,24.3,4.0428,16.38,0.0162,0.0674,827.3474,0.3474,3,Inactive
-0.0111,0.0037,9.8189,9.8189,0.000124,37.86,0.74,51.7,16.8,0.0237,32.3,4.3239,16.13,0.0166,0.0582,846.0587,0.325,3,Inactive
-0.5244,0.4191,10.0723,10.0947,0.094029,39.62,1.02,89.4,40.6,1.2058,48.3,11.2159,46.53,0.7632,2.5463,21.1461,0.4542,2,Stressed
0.9554,1.5751,10.1886,10.3538,0.096432,39.04,0.44,99.8,33.9,2.9091,23.9,10.1538,35.67,0.6572,2.3692,23.0655,0.3395,2,Stressed
0.3464,-0.2004,10.014,10.022,0.052269,38.41,0.19,53.3,24.7,0.7507,56.8,6.9476,26.91,0.3062,1.1977,41.9831,0.4631,0,Healthy
0.1062,-0.0813,9.8686,9.8695,0.0061,40.36,1.76,98.2,40.7,0.2461,23.3,14.2086,50.98,0.2328,1.0331,179.6632,0.4141,1,Sick
1.8613,0.4706,9.4372,9.6305,0.212648,38.51,0.09,118.7,36.7,2.7047,3.4,11.1986,42.89,0.6858,2.4244,19.9509,0.3096,2,Stressed
0.7551,0.5308,10.0619,10.1041,0.333684,38.87,0.27,94.7,48.4,1.5377,37.7,11.2144,42.54,0.5842,2.1335,21.911,0.5108,2,Stressed
0.6775,0.124,9.5701,9.5948,0.065934,38.53,0.07,78.8,26.8,1.0414,58.8,5.3121,23.24,0.33,1.1778,43.4083,0.3402,0,Healthy
0.0626,-0.2657,9.9022,9.9059,0.068066,38.8,0.2,64.3,24.2,0.4205,55.7,7.0325,33.49,0.3463,1.2364,45.9824,0.3756,0,Healthy
0.0608,0.0274,9.8534,9.8537,0.001822,40.55,1.95,107.2,46.1,0.1316,21.5,18.3124,70.09,0.2088,0.932,244.2171,0.4297,1,Sick
0.0017,-0.0045,9.8125,9.8125,8e-05,37.82,0.78,48.8,12.9,0.0087,14.6,3.5605,15.94,0.0173,0.076,970.8438,0.2652,3,Inactive
0.3626,0.225,10.0487,10.0577,0.226367,38.62,0.02,101.3,50.4,0.8263,19.7,9.8516,43.46,0.8147,2.8732,18.0358,0.4976,2,Stressed
-0.0017,0.0071,9.8051,9.8051,7.7e-05,38.0,0.6,48.8,16.3,0.0137,26.6,3.5736,16.18,0.0184,0.0695,848.5352,0.3334,3,Inactive
0.5666,0.0237,9.7479,9.7644,0.03841,39.07,0.47,66.5,21.6,0.6524,58.9,6.8683,24.64,0.2892,0.9351,46.5172,0.3241,0,Healthy
-0.0308,0.021,9.8239,9.8239,9.9e-05,38.03,0.57,52.3,10.8,0.0657,25.0,3.534,12.7,0.0204,0.0814,825.1467,0.2067,3,Inactive
0.0231,0.028,9.809,9.8091,3.1e-05,37.72,0.88,48.0,15.6,0.0521,28.3,5.577,22.58,0.0151,0.0622,855.9607,0.3254,3,Inactive
0.0034,0.0112,9.8206,9.8206,7.6e-05,38.01,0.59,44.3,14.8,0.0252,7.5,3.1665,11.38,0.0142,0.0414,1096.8615,0.3343,3,Inactive
2.4479,0.6825,10.1425,10.456,0.334299,40.13,1.53,110.4,46.8,3.4629,42.5,9.8301,54.13,0.7703,2.8945,19.0223,0.4242,2,Stressed
0.1948,-0.0087,9.8425,9.8445,0.001708,40.55,1.95,100.7,8.7,0.236,15.6,12.5781,44.21,0.2789,1.4376,223.0151,0.0867,1,Sick
1.4658,-0.282,10.0057,10.1164,0.072283,39.11,0.51,89.9,45.3,1.9435,48.9,10.5678,45.34,0.7613,3.2683,27.3761,0.5035,2,Stressed
0.0217,0.0163,9.8286,9.8287,8.1e-05,38.04,0.56,46.7,13.5,0.0566,26.1,4.496,21.09,0.0147,0.0641,948.5662,0.2886,3,Inactive
0.3208,-0.0976,9.3336,9.3396,0.192945,39.19,0.59,99.0,38.4,0.8948,41.9,10.9865,52.15,0.6823,3.1545,18.0672,0.388,2,Stressed
-0.3115,-0.1582,9.2731,9.2797,0.185947,39.45,0.85,95.5,42.5,1.0065,21.9,8.4326,30.1,0.6799,3.2352,27.8842,0.4446,2,Stressed
0.0827,0.7372,8.9517,8.9824,0.239092,38.82,0.22,84.8,41.0,1.6783,43.3,10.6017,37.9,0.5411,1.9658,21.456,0.4838,2,Stressed
0.4372,-0.4308,9.9979,10.0167,0.220247,39.71,1.11,99.3,46.8,1.0559,39.5,8.7582,35.03,0.8254,3.0495,25.4734,0.4715,2,Stressed
0.0481,0.0558,9.8165,9.8168,0.002053,40.22,1.62,112.1,14.6,0.1105,7.4,16.848,67.49,0.3106,1.4051,198.347,0.1301,1,Sick
0.0288,0.0086,9.8107,9.8108,9.7e-05,37.59,1.01,40.9,14.4,0.0382,22.4,4.7045,16.08,0.0138,0.0654,808.2837,0.352,3,Inactive
0.3085,-0.466,9.0778,9.095,0.397074,39.06,0.46,104.1,54.3,1.5066,47.4,12.561,40.61,0.5918,2.7685,20.8454,0.5219,2,Stressed
0.3889,0.4037,9.0369,9.0543,0.292509,39.41,0.81,105.3,30.4,1.5657,33.0,10.2155,43.68,0.6192,2.3247,18.2089,0.2882,2,Stressed
0.0199,0.074,9.7847,9.785,0.001212,37.1,1.5,51.0,26.9,0.1192,12.2,21.2886,80.41,0.3059,1.7214,224.2819,0.5273,1,Sick
0.0003,-0.0181,9.808,9.808,5.8e-05,38.05,0.55,43.7,10.2,0.0205,17.9,3.7643,15.11,0.0204,0.0822,774.7892,0.2329,3,Inactive
0.0345,0.0176,9.8115,9.8116,0.002046,40.96,2.36,81.9,35.4,0.0536,1.3,15.2589,69.72,0.1765,0.8701,197.3564,0.432,1,Sick
0.0869,0.1862,9.7088,9.7109,0.018129,38.93,0.33,67.1,25.9,0.3743,57.0,7.7575,38.36,0.2499,1.1758,40.6684,0.3867,0,Healthy
0.1534,-0.2102,10.0146,10.0179,0.030142,38.09,0.51,61.4,25.5,0.5682,63.0,7.6111,30.85,0.2581,0.9209,49.3793,0.4158,0,Healthy
0.1647,-0.0646,9.7712,9.7728,0.000715,40.97,2.37,64.9,47.9,0.2681,27.7,20.5521,71.98,0.2945,1.5816,184.9722,0.739,1,Sick
1.1551,-0.7222,9.7715,9.866,0.046184,39.82,1.22,102.2,36.5,1.9158,28.3,9.6241,37.34,0.6489,2.9623,28.8524,0.3571,2,Stressed
0.9101,0.2845,9.7424,9.789,0.245162,39.11,0.51,95.5,38.5,1.2622,41.6,8.7571,36.99,0.8159,3.6526,21.4417,0.4034,2,Stressed
-0.0498,0.0648,9.8521,9.8525,0.00293,40.71,2.11,77.9,51.9,0.1567,10.3,16.4427,72.42,0.0906,0.4403,178.9803,0.6664,1,Sick
-0.0186,0.0049,9.8112,9.8112,8e-05,37.96,0.64,42.4,13.6,0.0247,18.5,4.3979,15.86,0.019,0.0846,879.0291,0.3209,3,Inactive
0.6395,0.4961,10.1407,10.173,0.293547,39.21,0.61,92.6,41.2,1.4663,44.4,9.8098,47.37,0.985,4.0885,21.171,0.4447,2,Stressed
0.1418,-0.0088,9.7795,9.7805,0.002954,40.85,2.25,99.7,13.5,0.1811,17.5,15.2977,53.82,0.4592,2.0943,186.5689,0.1358,1,Sick
0.0174,-0.0103,9.7946,9.7946,0.002877,36.76,1.84,80.2,6.3,0.0432,12.4,16.2505,77.25,0.2712,1.3914,180.7511,0.0787,1,Sick
0.5892,0.5374,9.8164,9.8487,0.007113,38.71,0.11,65.8,31.1,1.1329,51.5,6.4123,33.62,0.2532,0.8681,58.6382,0.4732,0,Healthy
0.2163,0.1457,9.9046,9.9081,0.022281,38.37,0.23,61.0,29.7,0.4566,54.5,8.1961,34.34,0.2403,0.9255,59.015,0.4866,0,Healthy
1.539,0.6087,9.2295,9.3767,0.138518,39.66,1.06,102.6,41.6,2.7281,24.9,9.6759,36.68,0.6827,2.7197,20.274,0.4058,2,Stressed
-0.061,0.5445,9.7768,9.7921,0.137259,39.31,0.71,91.5,47.1,0.6388,36.3,9.0325,37.66,0.7795,3.121,18.8857,0.5141,2,Stressed
0.1345,-0.3875,9.7674,9.776,0.003044,40.46,1.86,58.5,31.9,0.5646,2.2,17.264,79.27,0.1994,0.7796,178.224,0.5442,1,Sick
0.1246,-0.2799,10.0231,10.0278,0.03932,38.56,0.04,78.0,33.9,0.6176,62.3,6.7435,29.72,0.3753,1.527,48.1511,0.4347,0,Healthy
0.1196,-0.0708,9.6279,9.6289,0.06791,38.81,0.21,55.0,19.4,0.3724,75.3,7.2582,25.17,0.2506,1.0402,49.6835,0.3517,0,Healthy
-0.0127,0.0097,9.7954,9.7955,0.000235,37.77,0.83,46.2,13.7,0.0369,30.3,4.1396,17.11,0.0171,0.0681,806.9619,0.2977,3,Inactive
